Name,Company Name,Company Name#,Address,Place,Zip,Sector,Product,Website,Region,Place.1,1,2,Unnamed: 12,Phone Number,Website2
tessera solar,Tessera Solar,Tessera Solar,2600 10th Street,"Berkeley, California",94710,Solar,Developer of utility scale solar power plants based on dish-Stirling engine designs,http://www.tesserasolar.com/,Bay Area,Berkeley, California,,,NA,www.tesserasolar.com/ 
tessera solar (texas),Tessera Solar (Texas),Tessera Solar (Texas),1001 McKinney St.,"Houston, Texas",77002,Solar,Developer of utility scale solar power plants based on dish-Stirling engine designs,http://www.tesserasolar.com/,Texas Area,Houston, Texas,,,,
tetra sun,Tetra Sun,Tetra Sun,,"Saratoga, California",,Solar,California-based stealth mode solar startup focusing on development of back surface passivisation for lower cost PV cell.,,,Saratoga, California,,,NA,NA
texas instruments incorporated,Texas Instruments Incorporated,Texas Instruments Incorporated,,Texas,75243-4136,Solar,"Manufactures devices for digital signal processing and analogue technologies, including a DC/DC boost converter which could be an enabling technology for solar and fuel cells in portable electronics.",,,Texas,,,,NA,NA
texas solar power company,Texas Solar Power Company,Texas Solar Power Company,1703 W Koenig Ln,"Austin, Texas",78756,Solar,"Design, sales and installation of renewable energy equipment and systems",http://www.txspc.com/,Texas Area,Austin, Texas,,,NA,www.txspc.com/ 
tgi solar power group,TGI Solar Power Group,TGI Solar Power Group,,"New York, New York",10001,Solar,"TGI Solar Power Group specialises in the manufacture and integration of thin film PV fabrication lines, PV thin film manufacturing equipment, as well as project development.",,,New York, New York,,,NA,NA
"the renaissance group, a conserve first company","The Renaissance Group, A Conserve First Company","The Renaissance Group, A Conserve First Company",8281 Euclid Chardon Road,"Kirtland, Ohio",44094,"Buildings,Efficiency,Hydro,Renewable Energy,Solar,Wind energy",Agriculture; Consulting;Energy audits/weatherization; Engineering/architectural/design;Installation;Investment/finances;Maintenance and repair;Manufacturing; Research and development;Retail product sales and distribution;Trainining and education,http://www.ConserveFirst.com,,Kirtland, Ohio,,,440-256-2800,www.ConserveFirst.com 
the ruhlin company,The Ruhlin Company,The Ruhlin Company,6931 Ridge Road,"Columbus, Ohio",44275,"Biofuels,Biomass,Carbon,Hydro,Renewable Energy,Services,Solar,Wind energy",Installation,http://www.ruhlin.com,,Columbus, Ohio,,,330-239-2800,www.ruhlin.com 
the solar center inc,The Solar Center Inc,The Solar Center Inc,,"New Jersey, New Jersey",7834,Solar,US-based PV and solar passive system installer.,,,New Jersey, New Jersey,,,NA,NA
the utilities group inc,The Utilities Group Inc,The Utilities Group Inc,"11260 Chester Rd, Suite 540","Cincinnati, Ohio,United States",45246,"Biomass,Buildings,Efficiency,Renewable Energy,Services,Solar,Transmission,Wind energy",Energy Procurement;Real Time Energy Monitoring;Business and legal services;Consulting;Energy audits/weatherization;Engineering/architectural/design;Installation;Investment/finances;Trainining and education,http://www.theutilitiesgroup.com,,Cincinnati, Ohio,United States,,513-481-7954,www.theutilitiesgroup.com 
the vote solar initiative,The Vote Solar Initiative,The Vote Solar Initiative,,"San Francisco, California",94107,Solar,The Vote Solar Initiative is a non-profit organization with the mission of stopping global warming and increasing energy independence by bringing solar energy into the mainstream.,,,San Francisco, California,,,NA,NA
thermalsoul,ThermalSoul,ThermalSoul,,"Austin, Texas",78746,Solar,"Austin, Texas-based parabolic trough-based solar thermal electrical generation systems maker.",,,Austin, Texas,,,NA,NA
thinksolar solarmarkt us,ThinkSolar SolarMarkt US,ThinkSolar SolarMarkt US,,"Oakland, California",,Solar,US subsidiary of German PV installer SolarMarkt which like its parent also installs small to mid-sized projects and BIPV.,,,Oakland, California,,,,
third sun solar and wind power,Third Sun Solar and Wind Power,Third Sun Solar and Wind Power,340 West State St. Unit 25,"Athens, Ohio",45701,Solar,Consulting; Energy provider: power production; Engineering/architectural/design;Installation;Investment/finances;Maintenance and repair; Retail product sales and distribution,http://www.third-sun.com,,Athens, Ohio,,,740-597-3111,www.third-sun.com 
thompson technology industries tti,Thompson Technology Industries TTI,Thompson Technology Industries TTI,,"Novato, California",94949,Solar,Designer and manufacturer of solar tracking and roof mounting systems.,,,Novato, California,,,,
tigo energy,Tigo Energy,Tigo Energy,,"Los Gatos, California",95032,Solar,"Tigo Energy builds hardware and software intelligence into solar energy installations, making them more efficient, more manageable, and safer.",,,Los Gatos, California,,,NA,NA
tioga energy,Tioga Energy,Tioga Energy,2755 Campus Drive,"San Mateo, California",94403,Solar,Commerical and government solar installations,http://www.tiogaenergy.com/,Bay Area,San Mateo, California,,,NA,www.tiogaenergy.com/ 
tipping point renewable energy,Tipping Point Renewable Energy,Tipping Point Renewable Energy,,"Columbus, Ohio",43221,Solar,,http://tipenergy.com/,,Columbus, Ohio,,,NA,NA
tisol,TiSol,TiSol,,"Pasadena, California",,Solar,California-based start up focused on the production of dye sensitized solar cells.,,,Pasadena, California,,,NA,NA
torpedo speciality wire inc,Torpedo Speciality Wire Inc,Torpedo Speciality Wire Inc,,"Rocky Mount, North Carolina",27804,Solar,"North Carolina-based maker of speciality wires, including ones for interconnecting solar cells and connecting modules. The firm also produces PV junction boxes.",,,Rocky Mount, North Carolina,,,NA,NA
trans india acquisition corporation,Trans India Acquisition Corporation,Trans India Acquisition Corporation,,Delaware,,Solar,Blank check company to be merged with Solar Semiconductor Corporation.,,,Delaware,,,,,
trc advanced technologies inc,TRC Advanced Technologies Inc,TRC Advanced Technologies Inc,8700 Commerce Park,"Houston, Texas",77036,Solar,Remote power PV systems,http://www.trcat.com/,Texas Area,Houston, Texas,,,NA,www.trcat.com/ 
trendsetter solar products inc aka trendsetter industries formerly six river solar,TrendSetter Solar Products Inc aka Trendsetter Industries formerly Six River Solar,TrendSetter Solar Products Inc aka Trendsetter Industries formerly Six River Solar,,"Fairhaven, California",95564,Solar,Manufacturer of solar hot water heating and storage systems.,,,Fairhaven, California,,,,
tri global energy llc,Tri Global Energy LLC,Tri Global Energy LLC,,"Dallas, Texas",75248,"Services,Solar,Wind energy","Texas-based developer that offers a full range of services in planning, design, project financing, and construction for solar and large community-based wind projects.",,,Dallas, Texas,,,NA,NA
tri power systems inc,Tri Power Systems Inc,Tri Power Systems Inc,P.O. Box 1450,"Idaho Springs, Colorado",80452,Solar,Design and installation of solar and wind systems for residential and small business,http://www.tripowersystems.com/,Rockies Area,Idaho Springs, Colorado,,,NA,www.tripowersystems.com/ 
trinity solar,Trinity Solar,Trinity Solar,,"Freehold, New Jersey",7728,Solar,A provider of solar energy systems to home and business owners.,,,Freehold, New Jersey,,,NA,NA
triton technologies inc,Triton Technologies Inc,Triton Technologies Inc,,"Reston, Virginia",20191,"Hydro,Solar",Technology firm with activities in hydro microturbines and ethanol production. Merged with Solar Night Industries in March 2006.,,,Reston, Virginia,,,NA,NA
tsnergy,TSNergy,TSNergy,,,,Solar,TSNergy offers building integrated solar electric solutions for residential and commercial use.,,,,,,,NA,NA
turbo dynamics,Turbo Dynamics,Turbo Dynamics,3235 River rd.,"Toledo, Ohio",43614,"Biomass,Buildings,Efficiency,Renewable Energy,Services,Solar",Agriculture; Consulting;Energy audits/weatherization; Engineering/architectural/design;Installation; Maintenance and repair;Manufacturing; Research and development;Retail product sales and distribution;Trainining and education,http://www.turbodradial.com,,Toledo, Ohio,,,419-382-7287,www.turbodradial.com 
tuusso energy,Tuusso Energy,Tuusso Energy,,"Seattle, Washington",98122,Solar,Washington-based developer and operator of utility scale solar plants.,,,Seattle, Washington,,,NA,NA
ubiquitous technologies,Ubiquitous Technologies,Ubiquitous Technologies,,"Victoria, Texas",77903,Solar,Ubiquitous Technologies is a nano technology solar energy R&D and commercialization company.,,,Victoria, Texas,,,NA,NA
ultimate best buy llc,Ultimate Best Buy LLC,Ultimate Best Buy LLC,,"Lebanon, Ohio,United States",45036,"Efficiency,Renewable Energy,Services,Solar",,http://www.ultimatebestbuy.com,,Lebanon, Ohio,United States,,513-413-1319,www.ultimatebestbuy.com 
unichem industries inc,Unichem Industries Inc,Unichem Industries Inc,,California,92673,Solar,Unichem produces high resolution screen printing equipment for crystalline silicon solar cell production.,,,California,,,,NA,NA
unidym inc,Unidym Inc,Unidym Inc,,"Menlo Park, California",94025,"Carbon,Solar","Majority-owned subsidiary of Arrowhead Research, developing carbon nanotube technology with possible applications as transparent electrodes for solar systems.",,,Menlo Park, California,,,NA,NA
unisun,Unisun,Unisun,,"Newbury Park, California",91320,Solar,"Unisun is a privately-held, development-stage company aiming to manufacture low-cost photovoltaic solar products using proprietary non-vacuum, nanoparticle technologies.",,,Newbury Park, California,,,NA,NA
united energy,United Energy,United Energy,"284, Old Deal Rd","Eatontown, New Jersey",7722,Solar,"Energy Efficiency, Renewable Energy",http://www.unitedenergypro.com/,Northeast - NY NJ CT PA Area,Eatontown, New Jersey,,,201-697-8770,www.unitedenergypro.com/ 
unitil corporation,Unitil Corporation,Unitil Corporation,,Hampton,03842-1720,"Renewable Energy,Solar,Wind energy",New Hampshire-based public utility specializing in the retail distribution of electricity and natural gas. Their main renewable energy focus is wind and solar projects.,,,Hampton,,,,NA,NA
university of delaware,University of Delaware,University of Delaware,,"Newark, Delaware",,Solar,University with a research department leading a solar cell development consortium.,,,Newark, Delaware,,,NA,NA
university of north carolina,University of North Carolina,University of North Carolina,,"Chapel Hill, North Carolina",27514,"Solar,Wind energy","Chapel Hill-based public university of North Carolina with research interests in solar and wind, among other sectors.",,,Chapel Hill, North Carolina,,,NA,NA
university park community solar llc,University Park Community Solar LLC,University Park Community Solar LLC,4313 Tuckerman St.,"University Park, Maryland",20782,"Renewable Energy,Solar",Solar generated electricity,http://www.universityparksolar.com,Northeast - NY NJ CT PA Area,University Park, Maryland,,,NA,www.universityparksolar.com 
upc solar managment llc,UPC Solar Managment LLC,UPC Solar Managment LLC,,"Chicago, Illinois",60606,"Renewable Energy,Solar","UPC Solar is a renewable energy development company that finances, owns and operates commercial scale PV energy projects throughout North America.",,,Chicago, Illinois,,,NA,NA
urs corporation,URS Corporation,URS Corporation,,"San Francisco, California",94111-2728,Solar,Engineering and design contractor involved in building biodiesel plants and solar farms.,,,San Francisco, California,,,NA,NA
us solar energy industries association seia,US Solar Energy Industries Association SEIA,US Solar Energy Industries Association SEIA,,"Washington, Washington, DC",20005,Solar,"US national trade association of solar energy manufacturers, dealers, distributors, consultants, and marketers.",,,Washington, Washington, DC,,,
us solar holdings llc,US Solar Holdings LLC,US Solar Holdings LLC,,Idaho,,Solar,US Solar Holdings is a developer of utility-scale solar energy projects.,,,Idaho,,,,NA,NA
vaillant solar systems,Vaillant Solar Systems,Vaillant Solar Systems,,"Solana Beach, California",92075,Solar,"California-based solar company specializing in solar water heating, solar pool heating and solar space heating systems for residential and commercial applications",,,Solana Beach, California,,,NA,NA
"valley electrical consolidated, inc.","Valley Electrical Consolidated, Inc.","Valley Electrical Consolidated, Inc.",977 Tibbetts Wick Road,"Girard, Ohio",44420,"Buildings,Efficiency,Hydro,Renewable Energy,Services,Solar,Wind energy",Consulting;Energy audits/weatherization; Engineering/architectural/design;Installation,http://www.vecohio.com,,Girard, Ohio,,,330-539-4044,www.vecohio.com 
value added energy information systems vaeis,Value Added Energy Information Systems VAEIS,Value Added Energy Information Systems VAEIS,,"Arlington, New Hampshire",2474,"Solar,Wind energy","Provides turn-key monitoring systems for the performance of solar, wind, fuel cell and other distributed generation installations.",,,Arlington, New Hampshire,,,,
vanir energy llc,Vanir Energy LLC,Vanir Energy LLC,,"Sacramento, California",95834,Solar,Sacramento-based clean energy developer which offers solar heating and cooling systems as well as PV installation.,,,Sacramento, California,,,NA,NA
vectron international,Vectron International,Vectron International,,"Hudson, New Hampshire",3051,Solar,"Designs, manufactures and markets frequency control, sensor and hybrid product solutions, such as solar inverters.",,,Hudson, New Hampshire,,,NA,NA
veeco instruments inc,Veeco Instruments Inc,Veeco Instruments Inc,,"Woodbury, New York",11797,Solar,US manufacturer of production equipment mostly for data storage but also for CIGS thin-film solar and LED MOCVD manufacturing equipment.,,,Woodbury, New York,,,NA,NA
veeco solar equipment formerly mill lane engineering,Veeco Solar Equipment formerly Mill Lane Engineering,Veeco Solar Equipment formerly Mill Lane Engineering,,"Lowell, Massachusetts",1851,Solar,"Mill Lane Engineering is a privately held Massachusetts corporation that designs, builds, and integrates custom solar equipment and flexible solar panel coating systems.",,,Lowell, Massachusetts,,,,
verde energy inc,Verde Energy Inc,Verde Energy Inc,,"Austin, Texas",78763-5744,"Renewable Energy,Solar,Wind energy","Provides a free online service to match customers interested in small-scale wind, solar and other renewable energy installations with service providers.",,,Austin, Texas,,,NA,NA
